id,mensa_id,date,name,category,prices_students,notes
247672,116,2012-10-12,Nürnberger Rostbratwürstchen auf Sauerkraut mit Speck dazu Kartoffelbrei,Tagesgericht,2.1,"['mit Alkohol', 'mit Schweinefleisch']"
257132,116,2012-10-15,Asiatische Gemüsepfanne mit Reis,Menü vegetarisch,2.55,[]
257131,116,2012-10-15,Geschmorter Rinderbraten mit Gemüsestreifen,Menü,3.05,['mit Alkohol']
257134,116,2012-10-16,Zwei gebackene Kartoffeltaschen mit Frischkäsefüllung dazu Pfeffersauce,Menü vegetarisch,2.75,[]
257133,116,2012-10-16,Halbes Hähnchen vom Grill,Menü,3.05,[]
257136,116,2012-10-17,Austernpilze mit Perlgraupen und frischem Gemüse dazu Salatbeilage,Menü vegetarisch,2.75,[]
257135,116,2012-10-17,Mensa Bratwurst mit pikanter Currysauce,Menü,2.45,['mit Schweinefleisch']
257138,116,2012-10-18,Gebratenes Möhrenschnitzel mit Kräuterdipp,Menü vegetarisch,2.55,[]
257137,116,2012-10-18,Ungarisches Rindergulasch mit Paprika,Menü,3.0,[]
257140,116,2012-10-19,Gemüse-Pilzgratin mit Fetakäse und Basilikumsauce,Menü vegetarisch,2.9,['mit Alkohol']
257139,116,2012-10-19,Gebackenens Fischfilet mit Sauce Tatar,Menü,2.95,['mit Süßungsmittel']
265551,116,2012-10-22,Deftiger Erbseneintopf mit Wursteinlage und einem Brötchen,Tagesgericht,1.85,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
265550,116,2012-10-22,"Reispfanne ""indonesische Art"" mit Gemüse und Getreide dazu kalter Currysauce",Menü vegetarisch,2.4,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
265553,116,2012-10-23,"Gebutterte Maultaschen ""schwäbische Art""",Menü vegetarisch,2.65,[]
265552,116,2012-10-23,Geschmorter Sauerbraten mit Apfel - Rosinensauce,Menü,3.15,['mit Alkohol']
265555,116,2012-10-24,Grünkohl mit Mettwurst und Salzkartoffeln,Tagesgericht,1.95,"['mit Phosphat', 'mit Schweinefleisch']"
265554,116,2012-10-24,Gemüsepfanne mit Auberginen und Pilzen dazu Balsamico-Kräuterdipp,Menü vegetarisch,2.9,[]
265557,116,2012-10-25,Zwei Frankfurter Würstchen mit Kartoffelpüree und Sauerkraut,Tagesgericht,1.95,"['mit Alkohol', 'mit Geschmacksverstärker', 'mit  Antioxidationsmittel', 'mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
265556,116,2012-10-25,"Lasagne ""Florentiner Art"" in Käsesauce",Menü vegetarisch,2.95,[]
265559,116,2012-10-26,"Schupfnudeln ""schwäbische Art"" mit Zwiebelsauce",Tagesgericht,2.95,[]
265558,116,2012-10-26,Gebackenes Seelachsfilet auf Remouladensauce,Menü,1.95,['mit Süßungsmittel']
270655,116,2012-10-29,Gebratene Hirsetaler auf Curry-Apfelsauc,Menü vegetarisch,2.6,[]
270654,116,2012-10-29,Schweinesteak in Ei-Kräutermantel mit Zigeunersauce,Menü,3.05,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
270657,116,2012-10-30,2 Blaubeer-Pfannkuchen auf Vanille-Quarkcreme,Tagesgericht,2.55,[]
270656,116,2012-10-30,Pfannengyros Kräuer-Knoblauchsauce,Menü,1.95,['mit Schweinefleisch']
273350,116,2012-10-31,2 Blaubeer-Pfannkuchen auf Vanille-Quarkcreme,Tagesgericht,1.95,[]
273349,116,2012-10-31,Pfannengyros Kräuer-Knoblauchsauce,Menü,3.05,['mit Schweinefleisch']
273352,116,2012-11-01,"Grießbrei mit Mangowürfel, Zimt und Zucker und ein Apfel",Tagesgericht,1.75,[]
273351,116,2012-11-01,5 gebackene Fischstäbchen auf Knoblauchdipp,Menü,2.6,[]
270663,116,2012-11-02,Gebratene Gemüse-Getreidesauce mit süß-saurer Sauce,Menü vegetarisch,2.5,[]
273353,116,2012-11-02,"Putenschnitzel ""Zigeuner Art"" mit Paprika und Pilzen",Menü,3.0,['mit Schweinefleisch']
278412,116,2012-11-05,"Falaffel ,,syrische Art"" mit Kräutersauce",Menü vegetarisch,2.95,[]
278411,116,2012-11-05,Geschmorter Schweinebraten mit Grillsauce,Menü,2.55,['mit Schweinefleisch']
278414,116,2012-11-06,"2 Backcamembert dazu Birne, gefüllt mit Preiselbeeren",Menü vegetarisch,2.95,[]
278413,116,2012-11-06,Ungarisches Kesselgulasch mit Paprika und Karotten dazu Salzkartoffeln,Menü,2.65,[]
278416,116,2012-11-07,"Sojapfanne ""Griechische Art""",Menü vegetarisch,2.9,[]
278415,116,2012-11-07,Gekochtes Rindfleisch mit Meerrettichsauce,Menü,3.05,[]
278418,116,2012-11-08,Cous Cous mit frischen Gemüsestreifen,Menü vegetarisch,2.95,[]
278417,116,2012-11-08,Gebackene Hähnchencrossis mit kaltem Tomatendipp,Menü,3.0,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
278420,116,2012-11-09,2 gebackene Gemüsetaler mit pikanter Paprikasauce,Menü vegetarisch,2.6,[]
278419,116,2012-11-09,Gedünstetes Seelachsfilet mit Senfsauce,Menü,2.95,['mit Alkohol']
286106,116,2012-11-12,Gnocchi mit Pestofüllung und Gemüsecarbonara Kräutersauce,Menü vegetarisch,2.85,['mit Alkohol']
286105,116,2012-11-12,Gebackenes Putenschnitzel mit Estragonsauce,Menü,2.95,[]
286108,116,2012-11-13,Gemüsekroketten mit Dillsauce,Menü vegetarisch,2.55,[]
286107,116,2012-11-13,Hähnchenkeule mit Currysauce,Menü,2.5,[]
286110,116,2012-11-14,Schwäbische Maultaschen mit Gemüse dazu Kartoffelsalat und Wachsbrechbohnensalat,Tagesgericht,1.95,['mit Süßungsmittel']
286109,116,2012-11-14,Vegane Tofupfanne mit Austernpilzen und Gemüse,Menü vegetarisch,2.65,[]
286112,116,2012-11-15,Spaghetti mit Rindfleischbolognese und geriebenem Parmesan dazu Salatbeilage,Tagesgericht,1.95,['mit Alkohol']
286111,116,2012-11-15,Blumenkohl-Käsemedaillon mit Kräutersauce,Menü vegetarisch,2.4,[]
286114,116,2012-11-16,Truthahnhacksteak mit Pommes frites dazu Salatbeilage,Tagesgericht,1.95,['mit  Antioxidationsmittel']
286113,116,2012-11-16,Gmüsepfanne mit Schupfnudeln,Menü vegetarisch,2.65,[]
291222,116,2012-11-19,Pesto-Gnocchi mit Basilikumsauce,Menü vegetarisch,2.75,['mit Alkohol']
291221,116,2012-11-19,Kasseler Rückenbraten mit Rotweinsauce,Menü,2.95,"['mit Alkohol', 'mit Schweinefleisch']"
291224,116,2012-11-20,Kartoffel-Cordon bleu mit Tomatensauce,Menü vegetarisch,2.55,[]
291223,116,2012-11-20,"Blätterteigpastete gefüllt mit Huhnfleisch, Spargel u. Pilze",Menü,2.95,"['mit Alkohol', 'mit Farbstoff']"
291226,116,2012-11-21,"Gebratener Kokosreis mit Shitake-Pilzen, Ananas und Kohl dazu Tomatensauce",Menü vegetarisch,2.85,[]
291225,116,2012-11-21,Geschmorter Rinderbraten mit Thymianjus,Menü,3.05,['mit Alkohol']
291228,116,2012-11-22,"Frischer Gemüsestrudel ""Gärtnerin Art"" mit Gemüsefüllung dazu Bechamelrahmsauce",Menü vegetarisch,2.95,[]
291227,116,2012-11-22,"Hacksteak* ""Hawaii"" mit Ananas und Käse überbacken",Menü,2.55,['mit Schweinefleisch']
291230,116,2012-11-23,Vegetarisch gefüllt Chinakohlrouladen mit Tomaten-Bechamelsauce,Menü vegetarisch,2.75,[]
291229,116,2012-11-23,Gebackenes Seelachsfilet mit Sauce tartar,Menü,3.0,"['mit Alkohol', 'mit Süßungsmittel']"
294545,116,2012-11-26,"Kartoffelauflauf ""Moussaka Art"" mit Joghurtdipp",Menü vegetarisch,2.65,[]
294544,116,2012-11-26,"Hähnchenfleischstreifen ""türkische Art"" mit Gemüsestreifen dazu Chilisauce",Menü,3.05,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
294547,116,2012-11-27,Spinatklöße mit Grünkern und Soja dazu Curryrahmsauce mit Mango,Menü vegetarisch,2.35,[]
294546,116,2012-11-27,Gebratener Fleischkäse mit Pfefferrahmsauce,Menü,2.35,['mit Schweinefleisch']
294549,116,2012-11-28,Kürbis-Gemüseragout mit Getreidereis,Menü vegetarisch,2.75,[]
294548,116,2012-11-28,Gebackenes Putenschnitzel mit Basilikumsauce,Menü,2.85,['mit Alkohol']
294551,116,2012-11-29,Frische Champignonköpfe mit Kräuterrahmsauce,Menü vegetarisch,2.75,['mit Alkohol']
294550,116,2012-11-29,"Hähnchenschnitzel ""Cordon bleu"" mit Pilzrahmsauce dazu Mischsalat und Reis",Menü,2.95,['mit Konservierungsstoff']
294553,116,2012-11-30,Nürnberger Rostbratwürstchen auf Sauerkraut mit Speck dazu Kartoffelbrei,Tagesgericht,2.1,"['mit Alkohol', 'mit Schweinefleisch']"
294552,116,2012-11-30,Vegetarisch gefüllter Pfannkuchen mit Sauce hollandaise,Menü vegetarisch,2.75,[]
297793,116,2012-12-03,Asiatische Gemüsepfanne mit Reis,Menü vegetarisch,2.55,[]
297792,116,2012-12-03,Geschmorter Rinderbraten mit Gemüsestreifen,Menü,3.05,['mit Alkohol']
297795,116,2012-12-04,Zwei gebackene Kartoffeltaschen mit Frischkäsefüllung dazu Pfeffersauce,Menü vegetarisch,2.75,[]
297794,116,2012-12-04,Halbes Hähnchen vom Grill,Menü,3.05,[]
297797,116,2012-12-05,Austernpilze mit Perlgraupen und frischem Gemüse dazu Salatbeilage,Menü vegetarisch,2.75,[]
297796,116,2012-12-05,Mensa Bratwurst mit pikanter Currysauce,Menü,2.45,['mit Schweinefleisch']
297799,116,2012-12-06,Gebratenes Möhrenschnitzel mit Kräuterdipp,Menü vegetarisch,2.55,[]
297798,116,2012-12-06,Ungarisches Rindergulasch mit Paprika,Menü,3.0,[]
297801,116,2012-12-07,Gemüse-Pilzgratin mit Fetakäse und Basilikumsauce,Menü vegetarisch,2.9,['mit Alkohol']
297800,116,2012-12-07,Gebackenens Fischfilet mit Sauce Tatar,Menü,2.95,['mit Süßungsmittel']
305126,116,2012-12-10,Deftiger Erbseneintopf mit Wursteinlage und einem Brötchen,Tagesgericht,1.85,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
305125,116,2012-12-10,"Reispfanne ""indonesische Art"" mit Gemüse und Getreide dazu kalter Currysauce",Menü vegetarisch,2.4,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
305128,116,2012-12-11,"Gebutterte Maultaschen ""schwäbische Art""",Menü vegetarisch,2.65,[]
305127,116,2012-12-11,Geschmorter Sauerbraten mit Apfel - Rosinensauce,Menü,3.15,['mit Alkohol']
305130,116,2012-12-12,Grünkohl mit Mettwurst und Salzkartoffeln,Tagesgericht,1.95,"['mit Phosphat', 'mit Schweinefleisch']"
305129,116,2012-12-12,Gemüsepfanne mit Auberginen und Pilzen dazu Balsamico-Kräuterdipp,Menü vegetarisch,2.9,[]
305132,116,2012-12-13,Zwei Frankfurter Würstchen mit Kartoffelpüree und Sauerkraut,Tagesgericht,1.95,"['mit Alkohol', 'mit Geschmacksverstärker', 'mit  Antioxidationsmittel', 'mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
305131,116,2012-12-13,"Lasagne ""Florentiner Art"" in Käsesauce",Menü vegetarisch,2.95,[]
305134,116,2012-12-14,"Schupfnudeln ""schwäbische Art"" mit Zwiebelsauce",Tagesgericht,1.95,[]
305133,116,2012-12-14,Gebackenes Seelachsfilet auf Remouladensauce,Menü,2.95,['mit Süßungsmittel']
307953,116,2012-12-17,Schweinesteak in Ei-Kräutermantel mit Zigeunersauce,Menü,3.05,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
307954,116,2012-12-17,Gebratene Hirsetaler auf Curry-Apfelsauce,Menü vegetarisch,2.6,[]
307956,116,2012-12-18,Hessischer Linseneintopf mit Bockwurst und einem Brötchen,Tagesgericht,1.95,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
307955,116,2012-12-18,Auflauf von Kartoffelgnocchi und Gemüse an Käsesauce,Menü vegetarisch,2.55,[]
307958,116,2012-12-19,2 Blaubeer-Pfannkuchen auf Vanille-Quarkcreme,Tagesgericht,1.95,[]
307957,116,2012-12-19,Pfannengyros Kräuer-Knoblauchsauce,Menü,3.05,['mit Schweinefleisch']
307960,116,2012-12-20,"Grießbrei mit Mangowürfel, Zimt und Zucker und ein Apfel",Tagesgericht,1.75,[]
307959,116,2012-12-20,5 gebackene Fischstäbchen auf Knoblauchdipp,Menü,2.6,[]
307962,116,2012-12-21,Gebratene Gemüse-Getreidesauce mit süß-saurer Sauce,Menü vegetarisch,2.5,[]
307961,116,2012-12-21,"Putenschnitzel ""Zigeuner Art"" mit Paprika und Pilzen",Menü,3.0,['mit Schweinefleisch']
332464,116,2013-01-14,Asiatische Gemüsepfanne mit Reis,Menü vegetarisch,2.55,[]
332463,116,2013-01-14,Geschmorter Rinderbraten mit Gemüsestreifen,Menü,3.05,['mit Alkohol']
332466,116,2013-01-15,Zwei gebackene Kartoffeltaschen mit Frischkäsefüllung dazu Pfeffersauce,Menü vegetarisch,2.75,[]
332465,116,2013-01-15,Halbes Hähnchen vom Grill,Menü,3.05,[]
332468,116,2013-01-16,Austernpilze mit Perlgraupen und frischem Gemüse dazu Salatbeilage,Menü vegetarisch,2.75,[]
332467,116,2013-01-16,Mensa Bratwurst mit pikanter Currysauce,Menü,2.45,['mit Schweinefleisch']
332470,116,2013-01-17,Gebratenes Möhrenschnitzel mit Kräuterdipp,Menü vegetarisch,2.55,[]
332469,116,2013-01-17,Ungarisches Rindergulasch mit Paprika,Menü,3.0,[]
332472,116,2013-01-18,Gemüse-Pilzgratin mit Fetakäse und Basilikumsauce,Menü vegetarisch,2.9,['mit Alkohol']
332471,116,2013-01-18,Gebackenens Fischfilet mit Sauce Tatar,Menü,2.95,['mit Süßungsmittel']
340488,116,2013-01-21,Deftiger Erbseneintopf mit Wursteinlage und einem Brötchen,Tagesgericht,1.85,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
340487,116,2013-01-21,"Reispfanne ""indonesische Art"" mit Gemüse und Getreide dazu kalter Currysauce",Menü vegetarisch,2.4,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
340490,116,2013-01-22,"Gebutterte Maultaschen ""schwäbische Art""",Menü vegetarisch,2.65,[]
340489,116,2013-01-22,Geschmorter Sauerbraten mit Apfel - Rosinensauce,Menü,3.15,['mit Alkohol']
340492,116,2013-01-23,Grünkohl mit Mettwurst und Salzkartoffeln,Tagesgericht,1.95,"['mit Phosphat', 'mit Schweinefleisch']"
340491,116,2013-01-23,Gemüsepfanne mit Auberginen und Pilzen dazu Balsamico-Kräuterdipp,Menü vegetarisch,2.9,[]
340494,116,2013-01-24,Zwei Frankfurter Würstchen mit Kartoffelpüree und Sauerkraut,Tagesgericht,1.95,"['mit Alkohol', 'mit Geschmacksverstärker', 'mit  Antioxidationsmittel', 'mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
340493,116,2013-01-24,"Lasagne ""Florentiner Art"" in Käsesauce",Menü vegetarisch,2.95,[]
340496,116,2013-01-25,"Schupfnudeln ""schwäbische Art"" mit Zwiebelsauce",Tagesgericht,1.95,[]
340495,116,2013-01-25,Gebackenes Seelachsfilet auf Remouladensauce,Menü,2.95,['mit Süßungsmittel']
349938,116,2013-01-28,Gebratene Hirsetaler auf Curry-Apfelsauce,Menü vegetarisch,2.6,[]
349937,116,2013-01-28,Schweinesteak in Ei-Kräutermantel mit Zigeunersauce,Menü,3.05,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
349940,116,2013-01-29,Hessischer Linseneintopf mit Bockwurst und einem Brötchen,Tagesgericht,1.95,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
349939,116,2013-01-29,Auflauf von Kartoffelgnocchi und Gemüse an Käsesauce,Menü vegetarisch,2.55,[]
349942,116,2013-01-30,2 Blaubeer-Pfannkuchen auf Vanille-Quarkcreme,Tagesgericht,1.95,[]
349941,116,2013-01-30,Pfannengyros Kräuer-Knoblauchsauce,Menü,3.05,['mit Schweinefleisch']
349944,116,2013-01-31,"Grießbrei mit Mangowürfel, Zimt und Zucker und ein Apfel",Tagesgericht,1.75,[]
349943,116,2013-01-31,5 gebackene Fischstäbchen auf Knoblauchdipp,Menü,2.6,[]
349946,116,2013-02-01,Gebratene Gemüse-Getreidesauce mit süß-saurer Sauce,Menü vegetarisch,2.5,[]
349945,116,2013-02-01,"Putenschnitzel ""Zigeuner Art"" mit Paprika und Pilzen",Menü,3.0,['mit Schweinefleisch']
355927,116,2013-02-04,"Falaffel ,,syrische Art"" mit Kräutersauce",Menü vegetarisch,2.95,[]
355926,116,2013-02-04,Geschmorter Schweinebraten mit Grillsauce,Menü,2.55,['mit Schweinefleisch']
355929,116,2013-02-05,"2 Backcamembert dazu Birne, gefüllt mit Preiselbeeren",Menü vegetarisch,2.95,[]
355928,116,2013-02-05,Ungarisches Kesselgulasch mit Paprika und Karotten dazu Salzkartoffeln,Menü,2.65,[]
355931,116,2013-02-06,"Sojapfanne ""Griechische Art""",Menü vegetarisch,2.9,[]
355930,116,2013-02-06,Gekochtes Rindfleisch mit Meerrettichsauce,Menü,3.05,[]
355933,116,2013-02-07,Cous Cous mit frischen Gemüsestreifen,Menü vegetarisch,2.95,[]
355932,116,2013-02-07,Gebackene Hähnchencrossis mit kaltem Tomatendipp,Menü,3.0,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
355935,116,2013-02-08,2 gebackene Gemüsetaler mit pikanter Paprikasauce,Menü vegetarisch,2.6,[]
355934,116,2013-02-08,Gedünstetes Seelachsfilet mit Senfsauce,Menü,2.95,['mit Alkohol']
371213,116,2013-02-18,Pesto-Gnocchi mit Basilikumsauce,Menü vegetarisch,2.75,['mit Alkohol']
371212,116,2013-02-18,Kasseler Rückenbraten mit Rotweinsauce,Menü,2.95,"['mit Alkohol', 'mit Schweinefleisch']"
371215,116,2013-02-19,Kartoffel-Cordon bleu mit Tomatensauce,Menü vegetarisch,2.55,[]
371214,116,2013-02-19,"Blätterteigpastete gefüllt mit Huhnfleisch, Spargel u. Pilze",Menü,2.95,"['mit Alkohol', 'mit Farbstoff']"
