id,mensa_id,date,name,category,prices_students,notes
192409,114,2012-09-21,Gemüsepfanne aus dem Mittelmeerraum mit Joghurtdipp,Menü vegetarisch,2.35,[]
192408,114,2012-09-21,Frankfurter Würstchen mit Kartoffelsalat und Fruchtkompott,Tagesgericht,1.95,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel', 'mit Süßungsmittel']"
192407,114,2012-09-21,Rinderragout mit Mais und Tomaten,Menü,2.75,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
214633,114,2012-09-24,Cous-cous mit Ratatouillegemüse und Schafskäse dazu Joghurt- Kräuterdipp,Menü vegetarisch,2.4,[]
214632,114,2012-09-24,Hühnerfrikasse nach indischer Art in Currysauce mit Ananas dazu Reis und gemischter Salat,Tagesgericht,2.0,[]
214631,114,2012-09-24,"Rinderschmorbraten mit Perlzwiebeln, Oliven, Tomaten in Rotweinsauce",Menü 3,2.95,['mit Alkohol']
214636,114,2012-09-25,Salatteller mit Tofu und gebackenen Früchten dazu ein Brötchen,Tagesgericht,2.0,[]
214635,114,2012-09-25,Cordon-bleu von der Hähnchenbrust mit Rahmsauce,Menü 3,2.85,"['mit Konservierungsstoff', 'mit  Antioxidationsmittel']"
214634,114,2012-09-25,Gebratenes Seelachsfilet mit Gemüse-Currysauce,Menü,2.95,[]
214639,114,2012-09-26,Möhrenschnitzel mit Käsesauce,Menü vegetarisch,2.3,['mit Konservierungsstoff']
214638,114,2012-09-26,Hackfleischbällchen in feuriger Paprikasauce mit Butterreis und gemischtem Salat,Tagesgericht,2.1,['mit Schweinefleisch']
214637,114,2012-09-26,"Putensteak ""Hawaii"" mit Ananas und Käse überbacken",Menü 3,3.0,[]
214642,114,2012-09-27,"Wellnesspfanne ""Hellas"" mit Sauerrahmdipp dazu Salatbeilage und Fruchtkompott",Tagesgericht,2.25,[]
214641,114,2012-09-27,Rindergeschnetzeltes mit Pilzen und Paprika in Rahmsauce,Menü 3,2.95,[]
214640,114,2012-09-27,Gebackenes Schollenfilet mit Remouladensauce,Menü,2.85,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
214645,114,2012-09-28,"Kartoffelschnitte ""Spreewälder Art"" mit Käsesauce",Menü vegetarisch,2.55,"['mit Konservierungsstoff', 'mit Phosphat', 'mit Schweinefleisch']"
214643,114,2012-09-28,Putenbraten in Rahmsauce,Menü 3,2.85,[]
214644,114,2012-09-28,Salatteller mit gerösteten Gefügelstreifen dazu ein Brötchen,Tagesgericht,2.25,[]
239088,114,2012-10-01,Bunter Salatteller mit Käsestreifen und ein Brötchen,Tagesgericht,2.0,[]
239087,114,2012-10-01,Rinderschmorbraten in Burgundersauce,Menü 3,3.15,['mit Alkohol']
239086,114,2012-10-01,Hoki-Fischfilet auf Basilikum-Meerrettichsauce,Menü,2.85,['mit  Antioxidationsmittel']
233248,114,2012-10-02,Gyros aus der Pfanne mit Tzatziki,Menü,3.0,['mit Schweinefleisch']
239090,114,2012-10-02,Spinat-Käse-Knödel mit Tomatensauce dazu Reis mit gemischtem Salat,Tagesgericht,1.9,[]
239089,114,2012-10-02,"Rinderhacksteak ""Esterhazy""",Menü 3,2.95,[]
233252,114,2012-10-04,Bunter Salatteller mit gegrilltem Schweinesteak und einem Brötchen,Tagesgericht,2.25,['mit Schweinefleisch']
233251,114,2012-10-04,Halbes Hähnchen vom Grill,Menü 3,3.05,[]
237668,114,2012-10-04,Frühlingsrolle mit Gemüsefüllung dazu Tomatensauce,Menü vegetarisch,2.45,[]
239091,114,2012-10-05,Bunte Paprikapfanne mit Bambussprossen und Dinkel,Menü vegetarisch,2.85,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
244592,114,2012-10-08,Eierspiralnudeln mit Schinken* dazu Tomatensauce und Salatbeilage,Tagesgericht,1.95,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
242656,114,2012-10-08,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
242655,114,2012-10-08,"Kartoffelauflauf ""Moussaka Art"" mit Joghurtdipp",Menü vegetarisch,2.65,[]
242653,114,2012-10-08,"Hähnchenfleischstreifen ""türkische Art"" mit Gemüsestreifen dazu Chilisauce",Menü,3.05,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
244594,114,2012-10-09,Hühnersuppentopf mit Nudeln dazu ein Brötchen,Tagesgericht,2.0,[]
244593,114,2012-10-09,Gebratener Fleischkäse mit Pfefferrahmsauce,Menü,2.35,['mit Schweinefleisch']
242660,114,2012-10-09,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
242659,114,2012-10-09,Spinatklöße mit Grünkern und Soja dazu Curryrahmsauce mit Mango,Menü vegetarisch,2.35,[]
244596,114,2012-10-10,Bunte Tortellini mit Rindfleischbolognese und Tomatensauce dazu Salatbeilage,Tagesgericht,1.95,[]
244595,114,2012-10-10,Gebackenes Putenschnitzel mit Basilikumsauce,Menü,2.85,['mit Alkohol']
242664,114,2012-10-10,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
242663,114,2012-10-10,Kürbis-Gemüseragout mit Getreidereis,Menü vegetarisch,2.75,[]
249335,114,2012-10-11,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
244598,114,2012-10-11,Hackfleischröllchen vom Rind mit Tzatziki und Pommes frites dazu Weißkrautsalat,Tagesgericht,1.95,['mit  Antioxidationsmittel']
244597,114,2012-10-11,"Hähnchenschnitzel ""Cordon bleu"" mit Pilzrahmsauce dazu Mischsalat und Reis",Menü,2.95,['mit Konservierungsstoff']
242668,114,2012-10-11,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
242667,114,2012-10-11,Frische Champignonköpfe mit Kräuterrahmsauce,Menü vegetarisch,2.75,['mit Alkohol']
244600,114,2012-10-12,Nürnberger Rostbratwürstchen auf Sauerkraut mit Speck dazu Kartoffelbrei,Tagesgericht,2.1,"['mit Alkohol', 'mit Schweinefleisch']"
244599,114,2012-10-12,Frischer Seelachs im Backteig mit Tomatensauce,Menü,3.0,[]
242672,114,2012-10-12,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
242671,114,2012-10-12,Vegetarisch gefüllter Pfannkuchen mit Sauce hollandaise,Menü vegetarisch,2.75,[]
247362,114,2012-10-15,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
247361,114,2012-10-15,Asiatische Gemüsepfanne mit Reis,Menü vegetarisch,2.55,[]
247360,114,2012-10-15,"Speck-Zwiebelkuchen ""Quiche Lorraine"" dazu Salatbeilage",Tagesgericht,1.95,['mit Schweinefleisch']
247359,114,2012-10-15,Geschmorter Rinderbraten mit Gemüsestreifen,Menü,3.05,['mit Alkohol']
247367,114,2012-10-16,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
247366,114,2012-10-16,Zwei gebackene Kartoffeltaschen mit Frischkäsefüllung dazu Pfeffersauce,Menü vegetarisch,2.75,[]
247365,114,2012-10-16,"Milchreis mit Rosinen, Zucker und Zimt dazu ein Stück frisches Obst",Tagesgericht,1.8,[]
247364,114,2012-10-16,Pastabuffet mit Salat,Wochenhit/Pastateller,2.45,[]
247363,114,2012-10-16,Halbes Hähnchen vom Grill,Menü,3.05,[]
247371,114,2012-10-17,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
247369,114,2012-10-17,Italienischer Gemüseeintopf mit Rindfleisch und Tomaten dazu ein Brötchen,Tagesgericht,1.95,[]
247368,114,2012-10-17,Mensa Bratwurst mit pikanter Currysauce,Menü,2.5,['mit Schweinefleisch']
251313,114,2012-10-17,Austernpilze mit Perlgraupen und frischem Gemüse (vegan) dazu Salatbeilage (vegan),Menü vegetarisch,2.75,[]
258707,114,2012-10-18,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
247373,114,2012-10-18,5 Kartoffelpuffer mit Apfelmus,Menü 3,2.75,[]
247375,114,2012-10-18,Gebratenes Möhrenschnitzel mit Kräuterdipp,Menü vegetarisch,2.55,[]
247374,114,2012-10-18,Pasta-Buffet,Wochenhit/Pastateller,2.45,[]
247372,114,2012-10-18,Ungarisches Rindergulasch mit Paprika,Menü,3.0,[]
247380,114,2012-10-19,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
247379,114,2012-10-19,Gemüse-Pilzgratin mit Fetakäse und Basilikumsauce,Menü vegetarisch,2.9,['mit Alkohol']
247378,114,2012-10-19,Spaghetti mit Blattspinat und gerösteten Sonnenblumenkernen,Tagesgericht,1.95,['geschwärzt']
251314,114,2012-10-19,Gebackenens Fischfilet mit Sauce Tartar,Menü,2.95,['mit Süßungsmittel']
260956,114,2012-10-19,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
257276,114,2012-10-22,Deftiger Erbseneintopf mit Wursteinlage und einem Brötchen,Tagesgericht,1.85,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
257274,114,2012-10-22,Gebackenes Hähnchenbrustfilet auf kalter Kräutersauce,Menü,2.95,[]
263248,114,2012-10-22,Paniertes Schweineschnitzel mit Sauce und Pommes frites dazu gemischter Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
263247,114,2012-10-22,"Reispfanne ""indonesische Art"" mit Gemüse und Getreide dazu kalte Currysauce",Menü vegetarisch,2.4,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
258708,114,2012-10-23,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
257282,114,2012-10-23,Pastabuffet mit Salat,Wochenhit/Pastateller,2.45,[]
257280,114,2012-10-23,Nudelauflauf mit Schinken und Ei dazu Salatbeilage mit Apfelquark mit Tomatensauce,Tagesgericht,1.95,"['mit Schweinefleisch', 'mit  Antioxidationsmittel']"
257279,114,2012-10-23,"Gebutterte Maultaschen ""schwäbische Art""",Menü vegetarisch,2.65,[]
257278,114,2012-10-23,Geschmorter Sauerbraten mit Apfel - Rosinensauce,Menü,3.15,['mit Alkohol']
263249,114,2012-10-23,Paniertes Schweineschnitzel mit Sauce und Pommes frites dazu gemischter Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
257285,114,2012-10-24,Grünkohl mit Mettwurst und Salzkartoffeln,Tagesgericht,1.95,"['mit Phosphat', 'mit Schweinefleisch']"
257284,114,2012-10-24,Gemüsepfanne mit Auberginen und Pilzen dazu Balsamico-Kräuterdipp,Menü vegetarisch,2.9,[]
257283,114,2012-10-24,Hähnchenpfanne mit Cashewkernen und Aprikosen,Menü,2.8,[]
263250,114,2012-10-24,Paniertes Schweineschnitzel mit Sauce und Pommes frites dazu gemischter Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
258709,114,2012-10-25,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
257291,114,2012-10-25,Pastabuffet mit Salat,Wochenhit/Pastateller,2.45,[]
257289,114,2012-10-25,Zwei Frankfurter Würstchen mit Kartoffelpüree und Sauerkraut,Tagesgericht,1.95,"['mit Alkohol', 'mit Geschmacksverstärker', 'mit  Antioxidationsmittel', 'mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
257288,114,2012-10-25,"Lasagne ""Florentiner Art"" in Käsesauce",Menü vegetarisch,2.95,[]
263252,114,2012-10-25,Paniertes Schweineschnitzel mit Sauce und Pommes frites dazu gemischter Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
263251,114,2012-10-25,Putengulasch mit Wildpilzen und Rahmsauce,Menü,2.95,[]
257294,114,2012-10-26,"Schupfnudeln ""schwäbische Art""mit Speck und Zwiebeln dazu Weißkraut mit Paprikastreifen",Tagesgericht,1.95,['mit Schweinefleisch']
257293,114,2012-10-26,Verschiedene Gemüse des Martes mit Sauce Hollandaise,Menü vegetarisch,2.8,[]
257292,114,2012-10-26,Gebackenes Seelachsfilet auf Remouladensauce,Menü,2.95,['mit Süßungsmittel']
263253,114,2012-10-26,Paniertes Schweineschnitzel mit Sauce und Pommes frites dazu gemischter Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
269112,114,2012-10-29,Frühlingsrolle mit Sojasprossen-Gemüse und Reis dazu süß-sauerer Dipp und Salat,Tagesgericht,2.0,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
266733,114,2012-10-29,Gebratene Hirsetaler auf Curry-Apfelsauce,Menü vegetarisch,2.6,[]
266732,114,2012-10-29,Schweinerückensteak in Ei-Kräutermantel mit Zigeunersauce,Menü,3.05,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit Süßungsmittel']"
265366,114,2012-10-29,Hähnchenbrust in Sesamkruste mit Pfannengemüse,Vital-Linie,3.15,[]
265365,114,2012-10-29,Paniertes Schweineschnitzel mit Sauce mit Pommes frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
269115,114,2012-10-30,Pastabuffet mit Salat,Wochenhit/Pastateller,2.45,[]
269114,114,2012-10-30,Hessischer Linseneintopf mit Bockwurst und einem Brötchen,Tagesgericht,1.95,"['mit Konservierungsstoff', 'mit Schweinefleisch', 'mit  Antioxidationsmittel']"
269113,114,2012-10-30,Frikasse vom Huhn mit Spargel und Pilzen in Rahmsauce,Menü,3.05,['mit Farbstoff']
266736,114,2012-10-30,Auflauf von Kartoffelgnocchi und Gemüse an Käsesauce,Menü vegetarisch,2.55,[]
265367,114,2012-10-30,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
269118,114,2012-10-31,Pochierter Wildlachs mit buntem Kartoffel-Fenchel-Gemüse,Vital-Linie,3.9,[]
269117,114,2012-10-31,Asiatisches Pilzgericht mit Sojawürfeln dazu Ananasdipp,Menü vegetarisch,2.75,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
269116,114,2012-10-31,Pfannengyros mit Kräuer-Knoblauchsauce,Menü,3.0,['mit Schweinefleisch']
266740,114,2012-10-31,2 Blaubeer-Pfannkuchen auf Vanille-Quarkcreme,Tagesgericht,1.95,[]
265370,114,2012-10-31,Schweineschnitzel mit Sauce dazu Pommes frites und Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
269120,114,2012-11-01,Pastabuffet mit Salat,Wochenhit/Pastateller,2.45,[]
269119,114,2012-11-01,5 gebackene Fischstäbchen auf Knoblauchdipp,Menü,2.6,[]
266743,114,2012-11-01,"Grießbrei mit Mangowürfel, Zimt und Zucker und ein Apfel",Tagesgericht,1.75,[]
266742,114,2012-11-01,Brokkoli-Nußecke an Tomatensauce,Menü vegetarisch,2.8,[]
265371,114,2012-11-01,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.75,['mit Schweinefleisch']
269121,114,2012-11-02,"Putenschnitzel ""Zigeuner Art"" mit Paprika und Pilzen",Menü,3.0,['mit Schweinefleisch']
266746,114,2012-11-02,Heringsfilet Hausfrauen Art mit Bratkartoffeln und Salat des Marktes,Tagesgericht,2.1,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
266745,114,2012-11-02,Gebratene Gemüse-Getreidesauce mit süß-saurer Sauce,Menü vegetarisch,2.5,[]
265375,114,2012-11-02,Geräuchertes Tofusteak und Rosamrinkartoffeln,Vital-Linie,2.95,[]
265374,114,2012-11-02,Schweineschnitzel mit Sauce dazu Pommes frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
270491,114,2012-11-05,Putengeschnetzeltes in Currysauce mit Pfannengemüse,Vital-Linie,3.15,[]
270490,114,2012-11-05,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
270489,114,2012-11-05,Pasta mit vegetarischer Sojabolognaise dazu gemischter Salat und Fruchtkompott,Tagesgericht,1.95,[]
270488,114,2012-11-05,"Falaffel ,,syrische Art"" mit Kräutersauce",Menü vegetarisch,2.95,[]
270487,114,2012-11-05,Geschmorter Schweinebraten mit Grillsauce,Menü,2.55,['mit Schweinefleisch']
272702,114,2012-11-06,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.85,['mit Schweinefleisch']
270496,114,2012-11-06,Pastateller mit verschiedenen Saucen,Wochenhit/Pastateller,2.45,[]
270494,114,2012-11-06,Texanischer Bohnentopf mit Mettwurst und einem Brötchen,Tagesgericht,1.95,['mit Schweinefleisch']
270493,114,2012-11-06,"2 Backcamembert dazu Birne, gefüllt mit Preiselbeeren",Menü vegetarisch,2.95,[]
270492,114,2012-11-06,Ungarisches Kesselgulasch mit Paprika und Karotten dazu Salzkartoffeln,Menü,2.65,[]
270500,114,2012-11-07,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
270499,114,2012-11-07,Hühnerpilaw mit Currysauce und gemischtem Salat,Tagesgericht,1.95,['mit  Antioxidationsmittel']
270498,114,2012-11-07,"Sojapfanne ""Griechische Art""",Menü vegetarisch,2.9,[]
270497,114,2012-11-07,Gekochtes Rindfleisch mit Meerrettichsauce,Menü,3.05,[]
275864,114,2012-11-07,Gedünsteter Seelachs mit Wasabisauce auf Gemüsebett mit Reis,Vital-Linie,3.45,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
272703,114,2012-11-08,Bratwurst mit Sauce dazu Salatbeilage,Menü 3,2.85,['mit Schweinefleisch']
270503,114,2012-11-08,Germknödel mit Pflaumenmus gefüllt dazu Vanillesauce und Kompott,Tagesgericht,1.9,['mit Farbstoff']
270502,114,2012-11-08,Cous Cous mit frischen Gemüsestreifen,Menü vegetarisch,2.95,[]
270501,114,2012-11-08,Gebackene Hähnchencrossis mit kaltem Tomatendipp,Menü,3.0,"['mit Konservierungsstoff', 'mit Süßungsmittel']"
277033,114,2012-11-08,Pastateller mit verschiedenen Saucen,Wochenhit/Pastateller,2.45,[]
270510,114,2012-11-09,Ofengemüse mit Rosmarinkartoffeln dazu Weintrauben,Vital-Linie,2.85,[]
270509,114,2012-11-09,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
270508,114,2012-11-09,Käsespätzle mit gebräunten Zwiebeln und gemischtem Salat,Tagesgericht,1.95,[]
270507,114,2012-11-09,2 gebackene Gemüsetaler mit pikanter Paprikasauce,Menü vegetarisch,2.6,[]
270506,114,2012-11-09,Gedünstetes Seelachsfilet mit Senfsauce,Menü,2.95,['mit Alkohol']
282823,114,2012-11-12,Gnocchi mit Pestofüllung und Gemüsecarbonara dazu Kräutersauce,Menü vegetarisch,2.85,['mit Alkohol']
278869,114,2012-11-12,Karamelisiertes Putenschnitzel mit Sesam-Rosenkohl und Püree,Vital-Linie,3.25,[]
278868,114,2012-11-12,Schweineschnitzel mit Pommes-frites und gemischtem Salat,Tellergericht Schnitzel,3.05,['mit Schweinefleisch']
